Date;Shop;Article;Sold;Revenue
24.01.2019;Superstore Potsdam;Technics SL-1210 MK5;44;26356,00
24.01.2019;Superstore Potsdam;Toshiba Camileo S20;10;999,90
24.01.2019;Superstore Potsdam;Wolf-Garten 2.34 E;43;6407,00
24.01.2019;Superstore Potsdam;Wolf-Garten Campus 1000 V;21;1887,90
24.01.2019;Superstore Potsdam;Yamaha CDX-497;9;2159,91
24.01.2019;Superstore Saarbrücken;AEG Öko Lavatherm 59850 Sensidry;4;3996,00
24.01.2019;Superstore Saarbrücken;AEG Öko-Lavamat Öko Plus 1400;19;11381,00
24.01.2019;Superstore Saarbrücken;Bauknecht TK Care 6B;23;6439,54
24.01.2019;Superstore Saarbrücken;Bauknecht WA Sensitive 36 DI;18;6298,20
24.01.2019;Superstore Saarbrücken;BenQ DE350P;36;9719,64
24.01.2019;Superstore Saarbrücken;Bosch Rotak 43 LI (Modell 2009);45;17955,00
24.01.2019;Superstore Saarbrücken;Bosch WAE 2834P;20;9980,00
24.01.2019;Superstore Saarbrücken;Bosch WTE 84301;2;898,00
24.01.2019;Superstore Saarbrücken;Brill 28 VE/RL;35;4865,00
24.01.2019;Superstore Saarbrücken;Denon DCD-710AE;3;1107,00
24.01.2019;Superstore Saarbrücken;Einhell RPM 56 S-MS;12;3599,88
24.01.2019;Superstore Saarbrücken;Gardena CS Vertikutier-Boy (3395-20);35;1746,50
24.01.2019;Superstore Saarbrücken;Gardena PowerMax 42 E;21;4199,79
24.01.2019;Superstore Saarbrücken;Güde GV 2400 SL;33;8217,00
24.01.2019;Superstore Saarbrücken;Jaytec DJT-20;31;2786,90
24.01.2019;Superstore Saarbrücken;Kodak Zx3 Playsport;0;0,00
24.01.2019;Superstore Saarbrücken;LG RH-T 298;34;13939,66
24.01.2019;Superstore Saarbrücken;Miele Softtronic T 7744 C;9;6741,00
24.01.2019;Superstore Saarbrücken;Miele Softtronic W 3241 WPS;44;35200,00
24.01.2019;Superstore Saarbrücken;Numark TT1650;20;2979,80
24.01.2019;Superstore Saarbrücken;Onkyo DX-7355;33;4619,67
24.01.2019;Superstore Saarbrücken;Panasonic HDC-SD707;38;29639,62
24.01.2019;Superstore Saarbrücken;Pioneer DVR-550HX;48;22559,52
24.01.2019;Superstore Saarbrücken;Samsung DVD-SR275;47;3759,53
24.01.2019;Superstore Saarbrücken;Sony CDP-XE370;1;140,90
24.01.2019;Superstore Saarbrücken;Sony HDR-CX115;15;5984,85
24.01.2019;Superstore Saarbrücken;Sony PS-LX 300 USB;1;138,00
24.01.2019;Superstore Saarbrücken;Technics SL-1210 MK5;13;7787,00
24.01.2019;Superstore Saarbrücken;Toshiba Camileo S20;32;3199,68
24.01.2019;Superstore Saarbrücken;Wolf-Garten 2.34 E;22;3278,00
24.01.2019;Superstore Saarbrücken;Wolf-Garten Campus 1000 V;21;1887,90
24.01.2019;Superstore Saarbrücken;Yamaha CDX-497;30;7199,70
24.01.2019;Superstore Schwerin;AEG Öko Lavatherm 59850 Sensidry;28;27972,00
24.01.2019;Superstore Schwerin;AEG Öko-Lavamat Öko Plus 1400;46;27554,00
24.01.2019;Superstore Schwerin;Bauknecht TK Care 6B;18;5039,64
24.01.2019;Superstore Schwerin;Bauknecht WA Sensitive 36 DI;3;1049,70
24.01.2019;Superstore Schwerin;BenQ DE350P;19;5129,81
24.01.2019;Superstore Schwerin;Bosch Rotak 43 LI (Modell 2009);45;17955,00
24.01.2019;Superstore Schwerin;Bosch WAE 2834P;39;19461,00
24.01.2019;Superstore Schwerin;Bosch WTE 84301;10;4490,00
24.01.2019;Superstore Schwerin;Brill 28 VE/RL;48;6672,00
24.01.2019;Superstore Schwerin;Denon DCD-710AE;17;6273,00
24.01.2019;Superstore Schwerin;Einhell RPM 56 S-MS;3;899,97
24.01.2019;Superstore Schwerin;Gardena CS Vertikutier-Boy (3395-20);16;798,40
24.01.2019;Superstore Schwerin;Gardena PowerMax 42 E;0;0,00
24.01.2019;Superstore Schwerin;Güde GV 2400 SL;31;7719,00
24.01.2019;Superstore Schwerin;Jaytec DJT-20;19;1708,10
24.01.2019;Superstore Schwerin;Kodak Zx3 Playsport;36;4679,64
24.01.2019;Superstore Schwerin;LG RH-T 298;45;18449,55
24.01.2019;Superstore Schwerin;Miele Softtronic T 7744 C;10;7490,00
24.01.2019;Superstore Schwerin;Miele Softtronic W 3241 WPS;10;8000,00
24.01.2019;Superstore Schwerin;Numark TT1650;47;7002,53
24.01.2019;Superstore Schwerin;Onkyo DX-7355;2;279,98
24.01.2019;Superstore Schwerin;Panasonic HDC-SD707;13;10139,87
24.01.2019;Superstore Schwerin;Pioneer DVR-550HX;36;16919,64
24.01.2019;Superstore Schwerin;Samsung DVD-SR275;47;3759,53
24.01.2019;Superstore Schwerin;Sony CDP-XE370;24;3381,60
24.01.2019;Superstore Schwerin;Sony HDR-CX115;32;12767,68
24.01.2019;Superstore Schwerin;Sony PS-LX 300 USB;14;1932,00
24.01.2019;Superstore Schwerin;Technics SL-1210 MK5;20;11980,00
24.01.2019;Superstore Schwerin;Toshiba Camileo S20;16;1599,84
24.01.2019;Superstore Schwerin;Wolf-Garten 2.34 E;37;5513,00
24.01.2019;Superstore Schwerin;Wolf-Garten Campus 1000 V;9;809,10
24.01.2019;Superstore Schwerin;Yamaha CDX-497;26;6239,74
24.01.2019;Superstore Stuttgart;AEG Öko Lavatherm 59850 Sensidry;32;31968,00
24.01.2019;Superstore Stuttgart;AEG Öko-Lavamat Öko Plus 1400;21;12579,00
24.01.2019;Superstore Stuttgart;Bauknecht TK Care 6B;22;6159,56
24.01.2019;Superstore Stuttgart;Bauknecht WA Sensitive 36 DI;47;16445,30
24.01.2019;Superstore Stuttgart;BenQ DE350P;32;8639,68
24.01.2019;Superstore Stuttgart;Bosch Rotak 43 LI (Modell 2009);15;5985,00
24.01.2019;Superstore Stuttgart;Bosch WAE 2834P;7;3493,00
24.01.2019;Superstore Stuttgart;Bosch WTE 84301;7;3143,00
24.01.2019;Superstore Stuttgart;Brill 28 VE/RL;22;3058,00
24.01.2019;Superstore Stuttgart;Denon DCD-710AE;23;8487,00
24.01.2019;Superstore Stuttgart;Einhell RPM 56 S-MS;6;1799,94
24.01.2019;Superstore Stuttgart;Gardena CS Vertikutier-Boy (3395-20);48;2395,20
24.01.2019;Superstore Stuttgart;Gardena PowerMax 42 E;44;8799,56
24.01.2019;Superstore Stuttgart;Güde GV 2400 SL;24;5976,00
24.01.2019;Superstore Stuttgart;Jaytec DJT-20;21;1887,90
24.01.2019;Superstore Stuttgart;Kodak Zx3 Playsport;3;389,97
24.01.2019;Superstore Stuttgart;LG RH-T 298;37;15169,63
24.01.2019;Superstore Stuttgart;Miele Softtronic T 7744 C;26;19474,00
24.01.2019;Superstore Stuttgart;Miele Softtronic W 3241 WPS;43;34400,00
24.01.2019;Superstore Stuttgart;Numark TT1650;44;6555,56
24.01.2019;Superstore Stuttgart;Onkyo DX-7355;49;6859,51
24.01.2019;Superstore Stuttgart;Panasonic HDC-SD707;0;0,00
24.01.2019;Superstore Stuttgart;Pioneer DVR-550HX;3;1409,97
24.01.2019;Superstore Stuttgart;Samsung DVD-SR275;1;79,99
24.01.2019;Superstore Stuttgart;Sony CDP-XE370;19;2677,10
24.01.2019;Superstore Stuttgart;Sony HDR-CX115;35;13964,65
24.01.2019;Superstore Stuttgart;Sony PS-LX 300 USB;48;6624,00
24.01.2019;Superstore Stuttgart;Technics SL-1210 MK5;6;3594,00
24.01.2019;Superstore Stuttgart;Toshiba Camileo S20;22;2199,78
24.01.2019;Superstore Stuttgart;Wolf-Garten 2.34 E;10;1490,00
24.01.2019;Superstore Stuttgart;Wolf-Garten Campus 1000 V;28;2517,20
24.01.2019;Superstore Stuttgart;Yamaha CDX-497;23;5519,77
24.01.2019;Superstore Wiesbaden;AEG Öko Lavatherm 59850 Sensidry;28;27972,00
24.01.2019;Superstore Wiesbaden;AEG Öko-Lavamat Öko Plus 1400;12;7188,00
24.01.2019;Superstore Wiesbaden;Bauknecht TK Care 6B;20;5599,60
24.01.2019;Superstore Wiesbaden;Bauknecht WA Sensitive 36 DI;8;2799,20
24.01.2019;Superstore Wiesbaden;BenQ DE350P;9;2429,91
24.01.2019;Superstore Wiesbaden;Bosch Rotak 43 LI (Modell 2009);11;4389,00
24.01.2019;Superstore Wiesbaden;Bosch WAE 2834P;30;14970,00
24.01.2019;Superstore Wiesbaden;Bosch WTE 84301;49;22001,00
24.01.2019;Superstore Wiesbaden;Brill 28 VE/RL;4;556,00
24.01.2019;Superstore Wiesbaden;Denon DCD-710AE;21;7749,00
24.01.2019;Superstore Wiesbaden;Einhell RPM 56 S-MS;24;7199,76
24.01.2019;Superstore Wiesbaden;Gardena CS Vertikutier-Boy (3395-20);38;1896,20
24.01.2019;Superstore Wiesbaden;Gardena PowerMax 42 E;45;8999,55
24.01.2019;Superstore Wiesbaden;Güde GV 2400 SL;43;10707,00
24.01.2019;Superstore Wiesbaden;Jaytec DJT-20;49;4405,10
24.01.2019;Superstore Wiesbaden;Kodak Zx3 Playsport;8;1039,92
24.01.2019;Superstore Wiesbaden;LG RH-T 298;1;409,99
24.01.2019;Superstore Wiesbaden;Miele Softtronic T 7744 C;25;18725,00
24.01.2019;Superstore Wiesbaden;Miele Softtronic W 3241 WPS;4;3200,00
24.01.2019;Superstore Wiesbaden;Numark TT1650;0;0,00
24.01.2019;Superstore Wiesbaden;Onkyo DX-7355;21;2939,79
24.01.2019;Superstore Wiesbaden;Panasonic HDC-SD707;44;34319,56
24.01.2019;Superstore Wiesbaden;Pioneer DVR-550HX;29;13629,71
24.01.2019;Superstore Wiesbaden;Samsung DVD-SR275;27;2159,73
24.01.2019;Superstore Wiesbaden;Sony CDP-XE370;34;4790,60
24.01.2019;Superstore Wiesbaden;Sony HDR-CX115;45;17954,55
24.01.2019;Superstore Wiesbaden;Sony PS-LX 300 USB;32;4416,00
24.01.2019;Superstore Wiesbaden;Technics SL-1210 MK5;9;5391,00
24.01.2019;Superstore Wiesbaden;Toshiba Camileo S20;13;1299,87
24.01.2019;Superstore Wiesbaden;Wolf-Garten 2.34 E;18;2682,00
24.01.2019;Superstore Wiesbaden;Wolf-Garten Campus 1000 V;41;3685,90
24.01.2019;Superstore Wiesbaden;Yamaha CDX-497;16;3839,84
25.01.2019;Superstore Berlin;AEG Öko Lavatherm 59850 Sensidry;43;42957,00
25.01.2019;Superstore Berlin;AEG Öko-Lavamat Öko Plus 1400;0;0,00
25.01.2019;Superstore Berlin;Bauknecht TK Care 6B;29;8119,42
25.01.2019;Superstore Berlin;Bauknecht WA Sensitive 36 DI;30;10497,00
25.01.2019;Superstore Berlin;BenQ DE350P;4;1079,96
25.01.2019;Superstore Berlin;Bosch Rotak 43 LI (Modell 2009);24;9576,00
25.01.2019;Superstore Berlin;Bosch WAE 2834P;20;9980,00
25.01.2019;Superstore Berlin;Bosch WTE 84301;6;2694,00
25.01.2019;Superstore Berlin;Brill 28 VE/RL;25;3475,00
25.01.2019;Superstore Berlin;Denon DCD-710AE;3;1107,00
25.01.2019;Superstore Berlin;Einhell RPM 56 S-MS;10;2999,90
25.01.2019;Superstore Berlin;Gardena CS Vertikutier-Boy (3395-20);36;1796,40
25.01.2019;Superstore Berlin;Gardena PowerMax 42 E;40;7999,60
25.01.2019;Superstore Berlin;Güde GV 2400 SL;4;996,00
25.01.2019;Superstore Berlin;Jaytec DJT-20;34;3056,60
25.01.2019;Superstore Berlin;Kodak Zx3 Playsport;36;4679,64
25.01.2019;Superstore Berlin;LG RH-T 298;13;5329,87
25.01.2019;Superstore Berlin;Miele Softtronic T 7744 C;16;11984,00
25.01.2019;Superstore Berlin;Miele Softtronic W 3241 WPS;41;32800,00
25.01.2019;Superstore Berlin;Numark TT1650;3;446,97
25.01.2019;Superstore Berlin;Onkyo DX-7355;34;4759,66
25.01.2019;Superstore Berlin;Panasonic HDC-SD707;4;3119,96
25.01.2019;Superstore Berlin;Pioneer DVR-550HX;10;4699,90
25.01.2019;Superstore Berlin;Samsung DVD-SR275;47;3759,53
25.01.2019;Superstore Berlin;Sony CDP-XE370;17;2395,30
25.01.2019;Superstore Berlin;Sony HDR-CX115;36;14363,64
25.01.2019;Superstore Berlin;Sony PS-LX 300 USB;3;414,00
25.01.2019;Superstore Berlin;Technics SL-1210 MK5;0;0,00
25.01.2019;Superstore Berlin;Toshiba Camileo S20;14;1399,86
25.01.2019;Superstore Berlin;Wolf-Garten 2.34 E;33;4917,00
25.01.2019;Superstore Berlin;Wolf-Garten Campus 1000 V;15;1348,50
25.01.2019;Superstore Berlin;Yamaha CDX-497;39;9359,61
25.01.2019;Superstore Bremen;AEG Öko Lavatherm 59850 Sensidry;39;38961,00
25.01.2019;Superstore Bremen;AEG Öko-Lavamat Öko Plus 1400;13;7787,00
25.01.2019;Superstore Bremen;Bauknecht TK Care 6B;46;12879,08
25.01.2019;Superstore Bremen;Bauknecht WA Sensitive 36 DI;43;15045,70
25.01.2019;Superstore Bremen;BenQ DE350P;13;3509,87
25.01.2019;Superstore Bremen;Bosch Rotak 43 LI (Modell 2009);26;10374,00
25.01.2019;Superstore Bremen;Bosch WAE 2834P;37;18463,00
25.01.2019;Superstore Bremen;Bosch WTE 84301;9;4041,00
25.01.2019;Superstore Bremen;Brill 28 VE/RL;24;3336,00
25.01.2019;Superstore Bremen;Denon DCD-710AE;23;8487,00
25.01.2019;Superstore Bremen;Einhell RPM 56 S-MS;1;299,99
25.01.2019;Superstore Bremen;Gardena CS Vertikutier-Boy (3395-20);37;1846,30
25.01.2019;Superstore Bremen;Gardena PowerMax 42 E;43;8599,57
25.01.2019;Superstore Bremen;Güde GV 2400 SL;7;1743,00
25.01.2019;Superstore Bremen;Jaytec DJT-20;35;3146,50
25.01.2019;Superstore Bremen;Kodak Zx3 Playsport;38;4939,62
25.01.2019;Superstore Bremen;LG RH-T 298;2;819,98
25.01.2019;Superstore Bremen;Miele Softtronic T 7744 C;11;8239,00
25.01.2019;Superstore Bremen;Miele Softtronic W 3241 WPS;2;1600,00
25.01.2019;Superstore Bremen;Numark TT1650;20;2979,80
25.01.2019;Superstore Bremen;Onkyo DX-7355;30;4199,70
25.01.2019;Superstore Bremen;Panasonic HDC-SD707;45;35099,55
25.01.2019;Superstore Bremen;Pioneer DVR-550HX;35;16449,65
25.01.2019;Superstore Bremen;Samsung DVD-SR275;13;1039,87
25.01.2019;Superstore Bremen;Sony CDP-XE370;33;4649,70
25.01.2019;Superstore Bremen;Sony HDR-CX115;19;7580,81
25.01.2019;Superstore Bremen;Sony PS-LX 300 USB;48;6624,00
25.01.2019;Superstore Bremen;Technics SL-1210 MK5;34;20366,00
25.01.2019;Superstore Bremen;Toshiba Camileo S20;10;999,90
25.01.2019;Superstore Bremen;Wolf-Garten 2.34 E;16;2384,00
25.01.2019;Superstore Bremen;Wolf-Garten Campus 1000 V;19;1708,10
25.01.2019;Superstore Bremen;Yamaha CDX-497;26;6239,74
25.01.2019;Superstore Dresden;AEG Öko Lavatherm 59850 Sensidry;12;11988,00
25.01.2019;Superstore Dresden;AEG Öko-Lavamat Öko Plus 1400;22;13178,00
25.01.2019;Superstore Dresden;Bauknecht TK Care 6B;36;10079,28
25.01.2019;Superstore Dresden;Bauknecht WA Sensitive 36 DI;24;8397,60
25.01.2019;Superstore Dresden;BenQ DE350P;45;12149,55
25.01.2019;Superstore Dresden;Bosch Rotak 43 LI (Modell 2009);31;12369,00
25.01.2019;Superstore Dresden;Bosch WAE 2834P;5;2495,00
25.01.2019;Superstore Dresden;Bosch WTE 84301;26;11674,00
25.01.2019;Superstore Dresden;Brill 28 VE/RL;45;6255,00
25.01.2019;Superstore Dresden;Denon DCD-710AE;12;4428,00
25.01.2019;Superstore Dresden;Einhell RPM 56 S-MS;26;7799,74
25.01.2019;Superstore Dresden;Gardena CS Vertikutier-Boy (3395-20);42;2095,80
25.01.2019;Superstore Dresden;Gardena PowerMax 42 E;3;599,97
25.01.2019;Superstore Dresden;Güde GV 2400 SL;40;9960,00
25.01.2019;Superstore Dresden;Jaytec DJT-20;34;3056,60
25.01.2019;Superstore Dresden;Kodak Zx3 Playsport;12;1559,88
25.01.2019;Superstore Dresden;LG RH-T 298;5;2049,95
25.01.2019;Superstore Dresden;Miele Softtronic T 7744 C;48;35952,00
25.01.2019;Superstore Dresden;Miele Softtronic W 3241 WPS;12;9600,00
25.01.2019;Superstore Dresden;Numark TT1650;17;2532,83
25.01.2019;Superstore Dresden;Onkyo DX-7355;32;4479,68
25.01.2019;Superstore Dresden;Panasonic HDC-SD707;39;30419,61
25.01.2019;Superstore Dresden;Pioneer DVR-550HX;33;15509,67
25.01.2019;Superstore Dresden;Samsung DVD-SR275;26;2079,74
25.01.2019;Superstore Dresden;Sony CDP-XE370;44;6199,60
25.01.2019;Superstore Dresden;Sony HDR-CX115;13;5186,87
25.01.2019;Superstore Dresden;Sony PS-LX 300 USB;30;4140,00
25.01.2019;Superstore Dresden;Technics SL-1210 MK5;42;25158,00
25.01.2019;Superstore Dresden;Toshiba Camileo S20;28;2799,72
25.01.2019;Superstore Dresden;Wolf-Garten 2.34 E;4;596,00
25.01.2019;Superstore Dresden;Wolf-Garten Campus 1000 V;44;3955,60
25.01.2019;Superstore Dresden;Yamaha CDX-497;20;4799,80
25.01.2019;Superstore Düsseldorf;AEG Öko Lavatherm 59850 Sensidry;8;7992,00
25.01.2019;Superstore Düsseldorf;AEG Öko-Lavamat Öko Plus 1400;41;24559,00
25.01.2019;Superstore Düsseldorf;Bauknecht TK Care 6B;31;8679,38
25.01.2019;Superstore Düsseldorf;Bauknecht WA Sensitive 36 DI;1;349,90
25.01.2019;Superstore Düsseldorf;BenQ DE350P;40;10799,60
25.01.2019;Superstore Düsseldorf;Bosch Rotak 43 LI (Modell 2009);36;14364,00
25.01.2019;Superstore Düsseldorf;Bosch WAE 2834P;4;1996,00
25.01.2019;Superstore Düsseldorf;Bosch WTE 84301;35;15715,00
25.01.2019;Superstore Düsseldorf;Brill 28 VE/RL;18;2502,00
25.01.2019;Superstore Düsseldorf;Denon DCD-710AE;7;2583,00
25.01.2019;Superstore Düsseldorf;Einhell RPM 56 S-MS;9;2699,91
25.01.2019;Superstore Düsseldorf;Gardena CS Vertikutier-Boy (3395-20);41;2045,90
25.01.2019;Superstore Düsseldorf;Gardena PowerMax 42 E;38;7599,62
25.01.2019;Superstore Düsseldorf;Güde GV 2400 SL;15;3735,00
25.01.2019;Superstore Düsseldorf;Jaytec DJT-20;18;1618,20
25.01.2019;Superstore Düsseldorf;Kodak Zx3 Playsport;45;5849,55
25.01.2019;Superstore Düsseldorf;LG RH-T 298;24;9839,76
25.01.2019;Superstore Düsseldorf;Miele Softtronic T 7744 C;27;20223,00
25.01.2019;Superstore Düsseldorf;Miele Softtronic W 3241 WPS;28;22400,00
25.01.2019;Superstore Düsseldorf;Numark TT1650;6;893,94
25.01.2019;Superstore Düsseldorf;Onkyo DX-7355;33;4619,67
25.01.2019;Superstore Düsseldorf;Panasonic HDC-SD707;9;7019,91
25.01.2019;Superstore Düsseldorf;Pioneer DVR-550HX;6;2819,94
25.01.2019;Superstore Düsseldorf;Samsung DVD-SR275;38;3039,62
25.01.2019;Superstore Düsseldorf;Sony CDP-XE370;48;6763,20
25.01.2019;Superstore Düsseldorf;Sony HDR-CX115;41;16358,59
25.01.2019;Superstore Düsseldorf;Sony PS-LX 300 USB;45;6210,00
25.01.2019;Superstore Düsseldorf;Technics SL-1210 MK5;34;20366,00
25.01.2019;Superstore Düsseldorf;Toshiba Camileo S20;36;3599,64
25.01.2019;Superstore Düsseldorf;Wolf-Garten 2.34 E;26;3874,00
25.01.2019;Superstore Düsseldorf;Wolf-Garten Campus 1000 V;13;1168,70
25.01.2019;Superstore Düsseldorf;Yamaha CDX-497;25;5999,75
25.01.2019;Superstore Erfurt;AEG Öko Lavatherm 59850 Sensidry;25;24975,00
25.01.2019;Superstore Erfurt;AEG Öko-Lavamat Öko Plus 1400;15;8985,00
25.01.2019;Superstore Erfurt;Bauknecht TK Care 6B;22;6159,56
25.01.2019;Superstore Erfurt;Bauknecht WA Sensitive 36 DI;34;11896,60
25.01.2019;Superstore Erfurt;BenQ DE350P;10;2699,90
25.01.2019;Superstore Erfurt;Bosch Rotak 43 LI (Modell 2009);14;5586,00
25.01.2019;Superstore Erfurt;Bosch WAE 2834P;25;12475,00
25.01.2019;Superstore Erfurt;Bosch WTE 84301;19;8531,00
25.01.2019;Superstore Erfurt;Brill 28 VE/RL;16;2224,00
25.01.2019;Superstore Erfurt;Denon DCD-710AE;41;15129,00
25.01.2019;Superstore Erfurt;Einhell RPM 56 S-MS;2;599,98
25.01.2019;Superstore Erfurt;Gardena CS Vertikutier-Boy (3395-20);0;0,00
25.01.2019;Superstore Erfurt;Gardena PowerMax 42 E;11;2199,89
25.01.2019;Superstore Erfurt;Güde GV 2400 SL;31;7719,00
25.01.2019;Superstore Erfurt;Jaytec DJT-20;9;809,10
25.01.2019;Superstore Erfurt;Kodak Zx3 Playsport;16;2079,84
25.01.2019;Superstore Erfurt;LG RH-T 298;48;19679,52
25.01.2019;Superstore Erfurt;Miele Softtronic T 7744 C;34;25466,00
25.01.2019;Superstore Erfurt;Miele Softtronic W 3241 WPS;6;4800,00
25.01.2019;Superstore Erfurt;Numark TT1650;47;7002,53
25.01.2019;Superstore Erfurt;Onkyo DX-7355;20;2799,80
25.01.2019;Superstore Erfurt;Panasonic HDC-SD707;25;19499,75
25.01.2019;Superstore Erfurt;Pioneer DVR-550HX;5;2349,95
25.01.2019;Superstore Erfurt;Samsung DVD-SR275;32;2559,68
25.01.2019;Superstore Erfurt;Sony CDP-XE370;37;5213,30
25.01.2019;Superstore Erfurt;Sony HDR-CX115;45;17954,55
25.01.2019;Superstore Erfurt;Sony PS-LX 300 USB;40;5520,00
25.01.2019;Superstore Erfurt;Technics SL-1210 MK5;46;27554,00
25.01.2019;Superstore Erfurt;Toshiba Camileo S20;33;3299,67
25.01.2019;Superstore Erfurt;Wolf-Garten 2.34 E;18;2682,00
25.01.2019;Superstore Erfurt;Wolf-Garten Campus 1000 V;23;2067,70
25.01.2019;Superstore Erfurt;Yamaha CDX-497;6;1439,94
25.01.2019;Superstore Hamburg;AEG Öko Lavatherm 59850 Sensidry;28;27972,00
25.01.2019;Superstore Hamburg;AEG Öko-Lavamat Öko Plus 1400;28;16772,00
25.01.2019;Superstore Hamburg;Bauknecht TK Care 6B;23;6439,54
25.01.2019;Superstore Hamburg;Bauknecht WA Sensitive 36 DI;8;2799,20
25.01.2019;Superstore Hamburg;BenQ DE350P;17;4589,83
25.01.2019;Superstore Hamburg;Bosch Rotak 43 LI (Modell 2009);1;399,00
25.01.2019;Superstore Hamburg;Bosch WAE 2834P;49;24451,00
25.01.2019;Superstore Hamburg;Bosch WTE 84301;21;9429,00
25.01.2019;Superstore Hamburg;Brill 28 VE/RL;12;1668,00
25.01.2019;Superstore Hamburg;Denon DCD-710AE;5;1845,00
25.01.2019;Superstore Hamburg;Einhell RPM 56 S-MS;18;5399,82
25.01.2019;Superstore Hamburg;Gardena CS Vertikutier-Boy (3395-20);44;2195,60
25.01.2019;Superstore Hamburg;Gardena PowerMax 42 E;13;2599,87
25.01.2019;Superstore Hamburg;Güde GV 2400 SL;44;10956,00
25.01.2019;Superstore Hamburg;Jaytec DJT-20;26;2337,40
25.01.2019;Superstore Hamburg;Kodak Zx3 Playsport;2;259,98
25.01.2019;Superstore Hamburg;LG RH-T 298;32;13119,68
25.01.2019;Superstore Hamburg;Miele Softtronic T 7744 C;7;5243,00
25.01.2019;Superstore Hamburg;Miele Softtronic W 3241 WPS;29;23200,00
25.01.2019;Superstore Hamburg;Numark TT1650;18;2681,82
25.01.2019;Superstore Hamburg;Onkyo DX-7355;5;699,95
25.01.2019;Superstore Hamburg;Panasonic HDC-SD707;0;0,00
25.01.2019;Superstore Hamburg;Pioneer DVR-550HX;39;18329,61
25.01.2019;Superstore Hamburg;Samsung DVD-SR275;18;1439,82
25.01.2019;Superstore Hamburg;Sony CDP-XE370;36;5072,40
25.01.2019;Superstore Hamburg;Sony HDR-CX115;3;1196,97
25.01.2019;Superstore Hamburg;Sony PS-LX 300 USB;29;4002,00
25.01.2019;Superstore Hamburg;Technics SL-1210 MK5;40;23960,00
25.01.2019;Superstore Hamburg;Toshiba Camileo S20;33;3299,67
25.01.2019;Superstore Hamburg;Wolf-Garten 2.34 E;16;2384,00
25.01.2019;Superstore Hamburg;Wolf-Garten Campus 1000 V;29;2607,10
25.01.2019;Superstore Hamburg;Yamaha CDX-497;4;959,96
25.01.2019;Superstore Hannover;AEG Öko Lavatherm 59850 Sensidry;15;14985,00
25.01.2019;Superstore Hannover;AEG Öko-Lavamat Öko Plus 1400;8;4792,00
25.01.2019;Superstore Hannover;Bauknecht TK Care 6B;0;0,00
25.01.2019;Superstore Hannover;Bauknecht WA Sensitive 36 DI;2;699,80
25.01.2019;Superstore Hannover;BenQ DE350P;3;809,97
25.01.2019;Superstore Hannover;Bosch Rotak 43 LI (Modell 2009);31;12369,00
25.01.2019;Superstore Hannover;Bosch WAE 2834P;45;22455,00
25.01.2019;Superstore Hannover;Bosch WTE 84301;41;18409,00
25.01.2019;Superstore Hannover;Brill 28 VE/RL;3;417,00
25.01.2019;Superstore Hannover;Denon DCD-710AE;6;2214,00
25.01.2019;Superstore Hannover;Einhell RPM 56 S-MS;14;4199,86
25.01.2019;Superstore Hannover;Gardena CS Vertikutier-Boy (3395-20);4;199,60
25.01.2019;Superstore Hannover;Gardena PowerMax 42 E;27;5399,73
25.01.2019;Superstore Hannover;Güde GV 2400 SL;43;10707,00
25.01.2019;Superstore Hannover;Jaytec DJT-20;3;269,70
25.01.2019;Superstore Hannover;Kodak Zx3 Playsport;2;259,98
25.01.2019;Superstore Hannover;LG RH-T 298;16;6559,84
25.01.2019;Superstore Hannover;Miele Softtronic T 7744 C;28;20972,00
25.01.2019;Superstore Hannover;Miele Softtronic W 3241 WPS;11;8800,00
25.01.2019;Superstore Hannover;Numark TT1650;36;5363,64
25.01.2019;Superstore Hannover;Onkyo DX-7355;5;699,95
25.01.2019;Superstore Hannover;Panasonic HDC-SD707;21;16379,79
25.01.2019;Superstore Hannover;Pioneer DVR-550HX;13;6109,87
25.01.2019;Superstore Hannover;Samsung DVD-SR275;24;1919,76
25.01.2019;Superstore Hannover;Sony CDP-XE370;20;2818,00
25.01.2019;Superstore Hannover;Sony HDR-CX115;14;5585,86
25.01.2019;Superstore Hannover;Sony PS-LX 300 USB;46;6348,00
25.01.2019;Superstore Hannover;Technics SL-1210 MK5;27;16173,00
25.01.2019;Superstore Hannover;Toshiba Camileo S20;1;99,99
25.01.2019;Superstore Hannover;Wolf-Garten 2.34 E;20;2980,00
25.01.2019;Superstore Hannover;Wolf-Garten Campus 1000 V;36;3236,40
25.01.2019;Superstore Hannover;Yamaha CDX-497;8;1919,92
25.01.2019;Superstore Kiel;AEG Öko Lavatherm 59850 Sensidry;4;3996,00
25.01.2019;Superstore Kiel;AEG Öko-Lavamat Öko Plus 1400;25;14975,00
25.01.2019;Superstore Kiel;Bauknecht TK Care 6B;18;5039,64
25.01.2019;Superstore Kiel;Bauknecht WA Sensitive 36 DI;37;12946,30
25.01.2019;Superstore Kiel;BenQ DE350P;26;7019,74
25.01.2019;Superstore Kiel;Bosch Rotak 43 LI (Modell 2009);12;4788,00
25.01.2019;Superstore Kiel;Bosch WAE 2834P;17;8483,00
25.01.2019;Superstore Kiel;Bosch WTE 84301;15;6735,00
25.01.2019;Superstore Kiel;Brill 28 VE/RL;11;1529,00
25.01.2019;Superstore Kiel;Denon DCD-710AE;0;0,00
25.01.2019;Superstore Kiel;Einhell RPM 56 S-MS;14;4199,86
